Date,Open,High,Low,Close,Adj Close,Volume
2023-01-13,73.599998,74.800003,71.839996,72.160004,72.160004,577835
2023-01-16,72.559998,74.32,71.599998,74.0,74.0,596757
2023-01-17,73.519997,73.599998,71.919998,71.919998,71.919998,342057
2023-01-30,72.400002,75.199997,72.160004,73.839996,73.839996,462441
2023-01-31,73.919998,74.32,72.879997,72.959999,72.959999,305271
2023-02-01,73.599998,80.0,73.599998,80.0,80.0,1021372
2023-02-02,88.0,88.0,88.0,88.0,88.0,423243
2023-02-03,89.199997,91.599998,85.599998,85.599998,85.599998,5775647
2023-02-06,84.800003,85.199997,80.800003,81.599998,81.599998,1184281
2023-02-07,80.800003,89.599998,80.800003,89.599998,89.599998,4131621
2023-02-08,92.800003,96.400002,90.800003,90.800003,90.800003,7471883
2023-02-09,89.199997,93.199997,88.800003,90.400002,90.400002,2201367
2023-02-10,89.599998,91.599998,87.199997,87.199997,87.199997,1145525
2023-02-13,88.0,95.199997,86.800003,91.199997,91.199997,3052492
2023-02-14,93.599998,96.0,90.800003,90.800003,90.800003,4046353
2023-02-15,90.800003,92.800003,90.400002,91.599998,91.599998,1353767
2023-02-16,92.800003,94.400002,91.599998,91.599998,91.599998,1605037
2023-02-17,91.199997,93.199997,91.199997,91.199997,91.199997,869566
2023-02-20,92.400002,93.199997,90.400002,92.0,92.0,857670
2023-02-21,92.800003,93.199997,90.400002,90.400002,90.400002,885528
2023-02-22,90.0,90.0,86.800003,89.199997,89.199997,592937
2023-02-23,89.599998,91.599998,88.800003,90.0,90.0,639810
2023-02-24,90.400002,91.199997,87.199997,88.400002,88.400002,506750
2023-03-01,88.800003,89.599998,87.599998,88.400002,88.400002,327037
2023-03-02,89.199997,90.800003,88.400002,88.400002,88.400002,422411
2023-03-03,89.199997,89.599998,86.400002,86.400002,86.400002,377945
2023-03-06,86.400002,88.0,86.400002,87.199997,87.199997,325571
2023-03-07,88.0,88.0,85.599998,86.400002,86.400002,346610
2023-03-08,86.0,86.800003,84.400002,86.800003,86.800003,338807
2023-03-09,86.800003,87.199997,85.199997,85.199997,85.199997,270483
2023-03-10,84.800003,85.199997,80.400002,80.400002,80.400002,501698
2023-03-13,79.599998,80.800003,78.0,79.760002,79.760002,488756
2023-03-14,79.199997,80.0,77.440002,77.440002,77.440002,342738
2023-03-15,78.080002,79.279999,76.559998,76.639999,76.639999,359398
2023-03-16,76.959999,76.959999,74.0,74.400002,74.400002,350080
2023-03-17,75.199997,81.599998,75.199997,81.599998,81.599998,483578
2023-03-20,85.599998,88.800003,82.800003,85.599998,85.599998,3665203
2023-03-21,85.599998,86.800003,83.199997,83.199997,83.199997,949018
2023-03-22,84.400002,85.199997,82.800003,82.800003,82.800003,372887
2023-03-23,82.800003,84.0,81.599998,83.199997,83.199997,359878
2023-03-24,84.800003,84.800003,83.199997,84.0,84.0,310611
2023-03-27,83.199997,85.199997,83.199997,84.0,84.0,375647
2023-03-28,84.400002,85.199997,82.0,82.0,82.0,313792
2023-03-29,83.199997,83.599998,82.0,82.800003,82.800003,274111
2023-03-30,83.599998,84.0,82.800003,83.199997,83.199997,278788
2023-03-31,84.0,84.0,82.800003,82.800003,82.800003,237075
2023-04-06,82.800003,90.800003,82.800003,90.800003,90.800003,1763868
2023-04-07,91.199997,94.400002,86.400002,86.400002,86.400002,6003423
2023-04-10,86.400002,93.599998,86.400002,86.800003,86.800003,1922746
2023-04-11,89.199997,90.0,86.800003,86.800003,86.800003,543027
2023-04-12,88.800003,92.800003,88.400002,89.199997,89.199997,2214941
2023-04-13,89.199997,92.800003,87.199997,88.800003,88.800003,1555222
2023-04-14,90.800003,91.599998,88.800003,88.800003,88.800003,899945
2023-04-17,90.400002,91.199997,88.800003,90.800003,90.800003,900431
2023-04-18,92.0,94.800003,88.0,88.0,88.0,2017235
