Date,Open,High,Low,Close,Adj Close,Volume
2023-01-13,303.670288,306.852448,302.306488,304.124878,296.355347,928464
2023-01-16,309.125427,317.762756,307.307037,315.035187,306.986938,912962
2023-01-17,315.035187,315.035187,306.397858,307.307037,299.456207,624642
2023-01-30,310.489227,320.035736,305.488647,319.581146,311.416748,2440147
2023-01-31,318.671967,319.126556,309.125427,310.034637,302.114136,1381070
2023-02-01,314.125977,315.944366,309.125427,314.580597,306.543945,832696
2023-02-02,315.489777,321.399536,312.307617,320.490326,312.302704,1059198
2023-02-03,320.035736,327.309265,317.308167,327.309265,318.947449,912040
2023-02-06,323.217926,329.582275,321.399536,326.854675,318.504486,989303
2023-02-07,327.309265,330.036865,323.217926,329.582275,321.162384,1146036
2023-02-08,327.309265,333.219025,325.945496,331.400635,322.934296,856097
2023-02-09,327.763885,330.491455,325.490906,326.854675,318.504486,503771
2023-02-10,325.945496,326.854675,323.217926,325.490906,317.175537,393748
2023-02-13,326.854675,331.400635,325.036285,331.400635,322.934296,659111
2023-02-14,330.946045,335.492004,327.763885,335.492004,326.921143,725894
2023-02-15,331.855255,332.764435,323.672516,325.036285,316.732544,574892
2023-02-16,325.490906,331.855255,325.490906,329.127655,320.719391,477415
2023-02-17,325.490906,327.309265,323.672516,323.672516,315.403595,267162
2023-02-20,323.672516,328.673065,321.399536,326.400085,318.061493,510218
2023-02-21,324.127106,325.490906,321.854126,324.581696,316.289551,416849
2023-02-22,324.127106,325.490906,320.035736,325.490906,317.175537,420179
2023-02-23,325.490906,329.127655,325.036285,327.309265,318.947449,570112
2023-02-24,328.218475,330.946045,324.127106,324.581696,316.289551,1203234
2023-03-01,331.855255,331.855255,323.672516,324.127106,315.846588,1555862
2023-03-02,325.490906,325.490906,315.944366,317.308167,309.201843,999759
2023-03-03,321.854126,329.127655,319.126556,325.945496,317.61853,1101430
2023-03-06,326.854675,328.218475,321.399536,322.308716,314.074646,1437618
2023-03-07,324.581696,329.127655,323.672516,328.218475,319.833435,845829
2023-03-08,324.581696,326.400085,320.944946,322.763306,314.517639,747983
2023-03-09,323.217926,325.036285,321.854126,322.763306,314.517639,592834
2023-03-10,319.581146,321.854126,318.217346,320.944946,312.745728,1064664
2023-03-13,321.854126,323.672516,318.671967,321.854126,313.631683,971316
2023-03-14,319.126556,320.944946,315.489777,316.853577,308.758881,1023968
2023-03-15,322.763306,328.673065,321.854126,322.763306,314.517639,1144091
2023-03-16,322.763306,328.218475,322.763306,326.400085,318.061493,666144
2023-03-17,328.218475,330.036865,325.945496,330.036865,321.605377,959121
2023-03-20,329.582275,329.582275,324.127106,325.490906,317.175537,510900
2023-03-21,328.218475,329.127655,326.400085,328.218475,319.833435,377934
2023-03-22,329.127655,336.401215,328.673065,335.037415,326.478149,683894
2023-03-23,334.582825,345.947723,332.764435,344.583923,335.780792,1577944
2023-03-24,344.583923,346.856903,341.856354,345.493134,336.666779,939594
2023-03-27,344.129333,345.493134,339.583374,343.674744,334.894836,851497
2023-03-28,341.856354,347.311523,339.583374,340.947174,332.236938,1244988
2023-03-29,338.674194,345.038544,337.764984,340.947174,332.236938,708110
2023-03-30,341.401764,342.310944,335.037415,338.219574,329.579041,694194
2023-03-31,338.219574,341.856354,335.492004,337.310394,328.693085,1223527
2023-04-06,327.309265,329.582275,323.672516,325.945496,317.61853,1472000
2023-04-07,323.672516,325.490906,320.035736,320.944946,312.745728,721499
2023-04-10,325.490906,326.400085,322.308716,325.490906,317.175537,477519
2023-04-11,328.218475,331.855255,325.945496,331.400635,322.934296,1088993
2023-04-12,332.764435,338.674194,331.400635,338.219574,329.579041,937264
2023-04-13,338.219574,340.492584,335.037415,337.310394,328.693085,561380
2023-04-14,343.674744,345.493134,335.946594,338.674194,330.022034,810480
2023-04-17,338.674194,343.220154,338.219574,341.856354,333.122894,636993
2023-04-18,341.856354,341.856354,336.401215,337.310394,328.693085,426648
2023-04-19,337.310394,342.765564,335.946594,340.037964,331.350952,719006
2023-04-20,336.401215,337.764984,332.309845,333.673615,325.1492,703888
2023-04-21,336.855804,336.855804,325.036285,325.490906,317.175537,1147109
2023-04-24,325.490906,333.673615,325.490906,333.673615,325.1492,490690
2023-04-25,328.673065,332.764435,324.127106,325.490906,317.175537,677709
2023-04-26,344.583923,344.583923,326.400085,330.036865,321.605377,1085639
2023-04-27,332.309845,335.492004,330.491455,333.219025,324.706238,605648
2023-04-28,334.582825,337.764984,332.764435,337.310394,328.693085,691975
2023-05-02,338.674194,340.492584,333.673615,336.401215,327.807129,854580
2023-05-03,337.310394,339.128784,334.582825,338.219574,329.579041,656616
2023-05-04,342.765564,348.220703,340.037964,345.493134,336.666779,1997474
2023-05-05,349.129883,349.129883,340.947174,345.493134,336.666779,639499
2023-05-08,346.402313,349.584503,345.038544,346.856903,337.995697,444327
2023-05-09,349.584503,352.312073,343.674744,350.039093,341.096588,1184536
2023-05-10,350.039093,350.039093,343.674744,349.129883,340.210602,1039398
2023-05-11,349.129883,356.403442,347.766113,349.584503,340.653625,1024684
2023-05-12,347.311523,354.585052,347.311523,354.130463,345.083435,800782
2023-05-15,358.221832,358.221832,347.311523,350.948273,341.982544,528531
2023-05-16,354.585052,360.040222,354.130463,359.131012,349.956238,1336159
2023-05-17,359.131012,370.041321,358.221832,369.132141,359.701874,1636180
2023-05-18,364.586182,368.222931,357.767212,357.767212,348.627289,1845487
2023-05-19,360.040222,365.040771,356.403442,360.040222,350.842224,1490861
2023-05-22,360.040222,367.768341,360.040222,365.040771,355.715027,978832
2023-05-23,364.586182,365.495361,360.949402,361.858582,352.614136,677890
2023-05-24,360.040222,363.676971,358.221832,363.676971,354.386047,830368
2023-05-25,362.767792,366.404541,361.403992,365.495361,356.15799,780582
2023-05-26,360.040222,365.040771,358.676422,363.676971,354.386047,1361656
2023-05-29,363.676971,369.586731,363.676971,365.949951,356.600983,785525
2023-05-30,365.949951,367.768341,361.403992,364.586182,355.272034,864514
2023-05-31,361.858582,370.041321,358.676422,370.041321,360.58783,3733594
2023-06-01,364.586182,364.586182,359.131012,360.494812,351.285187,931105
2023-06-02,359.131012,361.858582,356.403442,360.040222,350.842224,1158025
2023-06-05,359.131012,360.040222,355.948853,358.221832,349.070282,906657
2023-06-06,358.676422,363.222382,356.858032,360.949402,351.72818,852444
2023-06-07,362.767792,364.586182,360.494812,364.131561,354.829041,952615
2023-06-08,364.586182,365.949951,357.767212,359.131012,349.956238,653347
2023-06-09,363.676971,368.222931,361.858582,368.222931,358.815887,1105016
2023-06-12,365.040771,372.314301,361.858582,363.222382,353.943085,658259
2023-06-13,365.495361,372.76889,364.586182,372.314301,362.802734,982288
2023-06-14,372.76889,375.04187,369.132141,371.859711,362.359741,660999
2023-06-15,373.223511,381.86084,371.859711,376.40567,366.789581,1458676
2023-06-16,376.40567,378.67865,374.58728,378.67865,369.004486,1624621
2023-06-19,381.406219,385.952179,378.67865,381.406219,371.662384,1050641
2023-06-20,382.31543,382.31543,369.586731,370.950531,361.473816,1051470
2023-06-21,373.678101,381.86084,371.405121,380.04245,370.333435,1226248
2023-06-26,368.222931,378.22406,365.040771,367.768341,358.372894,1419990
2023-06-27,365.495361,371.859711,365.495361,367.768341,358.372894,668086
2023-06-28,365.495361,371.405121,365.495361,369.586731,360.144836,365220
2023-06-29,372.76889,372.76889,362.767792,364.586182,355.272034,701495
2023-06-30,362.767792,372.314301,361.858582,372.314301,362.802734,1167295
2023-07-03,372.314301,390.952759,370.495911,390.952759,380.965027,2602440
2023-07-04,388.0,391.5,383.5,387.5,387.5,1628389
2023-07-05,395.5,395.5,386.5,387.5,387.5,1124961
2023-07-06,383.5,384.0,379.5,382.0,382.0,1541071
2023-07-07,375.0,377.0,370.0,374.5,374.5,1860976
2023-07-10,373.5,374.0,366.5,370.5,370.5,1474451
2023-07-11,374.0,380.5,372.5,379.0,379.0,668922
2023-07-12,375.0,383.0,375.0,383.0,383.0,766164
2023-07-13,385.5,397.0,384.5,390.0,390.0,1371740
2023-07-14,393.5,402.5,392.0,400.0,400.0,1282472
2023-07-17,409.5,410.5,402.0,403.0,403.0,1427638
2023-07-18,398.5,406.0,398.0,400.5,400.5,647014
2023-07-19,399.5,404.0,398.0,400.0,400.0,1183472
2023-07-20,398.0,400.0,396.0,396.5,396.5,910214
2023-07-21,395.5,405.0,391.0,402.5,402.5,632618
2023-07-24,398.5,404.0,398.5,400.0,400.0,1001776
2023-07-25,402.5,410.0,402.5,407.0,407.0,834583
2023-07-26,407.0,409.5,400.0,400.0,400.0,330117
2023-07-27,404.5,404.5,394.0,395.0,395.0,846482
2023-07-28,392.0,402.5,392.0,402.0,402.0,658406
2023-07-31,403.0,403.5,391.5,391.5,391.5,1043873
2023-08-01,397.5,399.0,390.5,396.0,396.0,1013057
2023-08-02,392.0,393.0,380.0,382.0,382.0,1653801
2023-08-04,373.0,373.0,350.0,353.0,353.0,2869201
2023-08-07,352.0,363.0,352.0,357.5,357.5,1071210
2023-08-08,351.5,357.0,348.5,354.5,354.5,1577121
2023-08-09,354.0,355.5,348.5,352.0,352.0,1182383
2023-08-10,352.0,355.0,343.5,347.0,347.0,1413639
2023-08-11,347.0,354.0,347.0,348.0,348.0,1078007
2023-08-14,350.0,353.0,345.5,347.5,347.5,743997
2023-08-15,349.0,349.0,345.0,345.0,345.0,956010
2023-08-16,338.0,349.0,338.0,349.0,349.0,1010804
2023-08-17,340.0,349.5,340.0,349.0,349.0,1112825
2023-08-18,347.0,351.0,343.5,345.5,345.5,1168496
2023-08-21,348.0,350.0,345.0,346.0,346.0,672020
2023-08-22,347.0,350.0,346.5,347.5,347.5,717302
2023-08-23,346.0,350.0,344.0,347.5,347.5,468395
2023-08-24,350.5,352.0,347.0,349.5,349.5,943041
2023-08-25,349.5,349.5,345.0,345.0,345.0,498105
2023-08-28,345.5,345.5,342.0,345.0,345.0,676512
2023-08-29,345.5,347.5,341.0,346.5,346.5,721494
2023-08-30,347.0,354.0,347.0,349.5,349.5,1150987
2023-08-31,350.0,350.0,343.0,344.0,344.0,1718308
2023-09-01,344.5,347.5,344.5,344.5,344.5,751037
2023-09-04,344.0,346.5,343.5,346.0,346.0,738448
2023-09-05,344.0,346.0,342.0,346.0,346.0,527266
2023-09-06,345.5,347.0,343.5,344.0,344.0,775570
2023-09-07,343.5,346.5,342.5,344.0,344.0,630234
2023-09-08,342.5,347.0,342.0,345.0,345.0,459329
2023-09-11,346.0,346.0,333.5,339.0,339.0,1335412
2023-09-12,342.0,347.5,340.0,346.0,346.0,785340
2023-09-13,344.0,351.0,343.5,347.0,347.0,897179
2023-09-14,347.0,353.5,346.5,352.5,352.5,828674
2023-09-15,350.0,353.0,349.5,351.0,351.0,1448037
2023-09-18,348.0,351.0,344.0,345.0,345.0,774137
2023-09-19,345.5,346.5,341.5,345.0,345.0,892939
2023-09-20,343.5,345.0,341.0,342.5,342.5,1264962
2023-09-21,339.0,340.5,333.0,336.5,336.5,1443472
2023-09-22,336.5,347.5,336.5,347.0,347.0,717577
2023-09-25,345.0,352.0,344.0,349.5,349.5,822129
2023-09-26,344.0,347.5,343.0,346.0,346.0,881005
2023-09-27,343.0,346.5,342.5,346.5,346.5,679946
2023-09-28,346.5,351.0,343.5,345.0,345.0,934029
2023-10-02,344.0,347.0,342.5,344.5,344.5,736016
2023-10-03,341.5,346.0,341.5,343.5,343.5,387010
2023-10-04,341.0,345.5,340.5,343.5,343.5,655912
2023-10-05,347.5,349.5,345.0,346.0,346.0,578099
2023-10-06,349.0,350.0,345.0,345.5,345.5,305102
2023-10-11,350.0,350.0,334.0,343.5,343.5,2217080
2023-10-12,347.0,354.0,344.0,353.0,353.0,1388276
2023-10-13,348.5,350.0,343.5,345.0,345.0,905515
2023-10-16,346.0,346.5,342.0,344.5,344.5,526809
2023-10-17,346.0,346.5,342.0,343.0,343.0,635039
2023-10-18,352.0,352.5,341.0,343.0,343.0,938030
2023-10-19,340.5,342.0,335.0,339.0,339.0,1138029
2023-10-20,334.0,336.5,330.0,333.0,333.0,1134981
2023-10-23,326.0,333.5,325.0,333.0,333.0,997342
2023-10-24,333.0,336.0,330.5,336.0,336.0,541034
2023-10-25,337.5,339.0,335.5,336.0,336.0,503764
2023-10-26,336.0,336.0,328.0,330.5,330.5,1000286
2023-10-27,333.0,336.5,332.0,333.5,333.5,319788
2023-10-30,331.5,336.5,331.5,332.5,332.5,452200
2023-10-31,330.5,334.0,330.0,331.5,331.5,914209
2023-11-01,333.0,334.5,331.0,331.5,331.5,659018
2023-11-02,325.0,333.0,321.5,331.5,331.5,1318041
2023-11-03,334.5,342.5,334.0,338.5,338.5,575016
2023-11-06,344.5,346.0,343.0,345.0,345.0,732678
2023-11-07,346.0,347.5,341.5,344.5,344.5,550861
2023-11-08,345.5,347.5,345.0,345.0,345.0,608303
2023-11-09,341.5,344.0,341.5,341.5,341.5,511714
2023-11-10,338.0,341.5,335.0,340.0,340.0,697896
2023-11-13,345.5,348.5,341.0,342.5,342.5,500565
2023-11-14,346.5,346.5,341.5,342.5,342.5,872991
2023-11-15,351.5,355.0,347.5,353.0,353.0,1079292
2023-11-16,354.5,359.0,344.5,346.5,346.5,1066827
2023-11-17,346.5,350.5,343.0,348.0,348.0,871742
2023-11-20,348.0,349.5,342.5,344.5,344.5,970177
2023-11-21,347.0,352.5,346.0,352.5,352.5,1257157
2023-11-22,352.5,352.5,344.0,345.0,345.0,553675
2023-11-23,343.5,348.0,341.5,346.0,346.0,649102
2023-11-24,349.5,352.0,345.0,348.0,348.0,756469
2023-11-27,350.0,351.5,343.5,345.5,345.5,825699
2023-11-28,345.5,353.0,344.0,349.5,349.5,1094138
2023-11-29,350.5,356.0,350.5,354.0,354.0,1231671
2023-11-30,352.0,353.5,348.5,353.5,353.5,3395746
2023-12-01,353.0,355.0,351.5,354.5,354.5,499892
2023-12-04,355.0,357.5,354.5,356.5,356.5,388470
2023-12-05,353.5,357.0,349.5,351.0,351.0,706373
2023-12-06,351.0,354.0,349.0,350.0,350.0,389500
2023-12-07,352.5,353.0,349.5,351.5,351.5,392025
2023-12-08,353.0,354.0,350.5,352.0,352.0,542070
2023-12-11,357.0,363.5,354.5,363.5,363.5,1076990
2023-12-12,367.0,368.0,360.5,364.5,364.5,884804
2023-12-13,369.5,369.5,359.5,366.0,366.0,994660
2023-12-14,372.0,373.0,364.0,367.5,367.5,1245211
2023-12-15,361.0,368.0,360.5,365.0,365.0,3146903
2023-12-18,360.0,364.0,359.5,362.0,362.0,493260
2023-12-19,359.0,361.5,358.0,360.5,360.5,638063
2023-12-20,360.0,362.5,358.0,358.0,358.0,678752
2023-12-21,352.0,361.0,352.0,359.5,359.5,598101
2023-12-22,355.0,361.0,355.0,359.5,359.5,696269
2023-12-25,360.0,364.5,360.0,364.0,364.0,160750
2023-12-26,366.0,366.0,361.0,362.0,362.0,430450
2023-12-27,361.5,370.0,361.5,367.5,367.5,940329
2023-12-28,368.0,371.0,365.0,369.0,369.0,808593
2023-12-29,368.5,372.0,368.0,372.0,372.0,517157
2024-01-02,371.5,372.0,367.0,369.5,369.5,460038
2024-01-03,365.5,367.0,359.5,360.0,360.0,772417
2024-01-04,360.0,362.0,359.0,360.0,360.0,639158
2024-01-05,357.5,362.0,357.5,358.5,358.5,888180
2024-01-08,361.0,367.0,359.5,361.0,361.0,891500
2024-01-09,362.0,362.5,360.0,360.0,360.0,523455
2024-01-10,363.0,363.0,358.0,360.0,360.0,574215
2024-01-11,360.0,360.0,357.5,359.0,359.0,563139
2024-01-12,353.5,355.0,350.0,354.5,354.5,707943
<<<<<<< HEAD
=======
2022-12-21,302.306488,305.943268,298.669708,302.306488,294.583435,622903
2022-12-22,304.124878,308.670837,302.306488,307.307037,299.456207,378466
2022-12-23,301.851898,304.579468,298.669708,302.761078,295.026398,298871
2022-12-26,302.306488,309.125427,301.851898,306.397858,298.570251,272062
2022-12-27,308.216248,308.670837,304.579468,305.034058,297.241302,113333
2022-12-28,301.397308,304.124878,299.578918,300.488098,292.811493,236506
2022-12-29,296.396729,301.397308,296.396729,300.033508,292.3685,443479
2022-12-30,300.033508,304.124878,300.033508,300.942688,293.254456,263947
2023-01-03,299.578918,304.124878,294.578339,303.670288,295.912384,446683
2023-01-04,302.761078,307.307037,301.851898,305.943268,298.127289,406920
2023-01-05,307.761627,310.943817,307.761627,310.034637,302.114136,366594
2023-01-06,310.034637,311.852997,306.852448,307.307037,299.456207,359832
2023-01-09,313.671387,315.489777,310.489227,315.035187,306.986938,778149
2023-01-10,312.762207,317.308167,312.762207,314.580597,306.543945,548831
2023-01-11,312.762207,314.125977,300.942688,304.579468,296.79834,1136930
2023-01-12,304.579468,304.579468,296.396729,299.124329,291.482544,934972
2023-12-20,360.0,362.5,358.0,358.0,358.0,685522
>>>>>>> 1579b57cadc45f22d039dd8be9c38020df2d2f07
