Date,Open,High,Low,Close,Adj Close,Volume
2022-12-21,47.650002,48.099998,46.25,47.25,46.294979,1107438
2022-12-22,47.849998,48.349998,47.299999,47.400002,46.441952,1179043
2022-12-23,47.099998,47.099998,45.799999,46.299999,45.364182,851057
2022-12-26,46.349998,46.75,45.700001,45.75,44.825298,582001
2022-12-27,46.0,46.700001,46.0,46.200001,45.266205,756201
2022-12-28,46.099998,46.349998,44.349998,44.349998,43.453594,1473834
2022-12-29,44.599998,47.349998,44.599998,47.299999,46.343967,3994250
2022-12-30,47.299999,48.849998,47.299999,47.299999,46.343967,3420282
2023-01-03,46.549999,47.900002,46.349998,47.700001,46.735886,822300
2023-01-04,47.5,48.099998,46.900002,46.900002,45.952057,755009
2023-01-05,47.75,51.0,47.450001,47.5,46.539928,3559354
2023-01-06,47.5,48.049999,46.799999,46.799999,45.854076,912050
2023-01-09,47.799999,47.849998,46.5,46.5,45.560139,661100
2023-01-10,46.5,47.25,45.150002,45.400002,44.482376,665000
2023-01-11,45.650002,46.200001,45.150002,45.549999,44.629341,637005
2023-01-12,45.700001,45.900002,44.650002,44.799999,43.894501,474100
2023-01-13,45.599998,45.599998,44.400002,44.400002,43.502586,429180
2023-01-16,44.549999,45.150002,44.5,44.950001,44.04147,378130
2023-01-17,44.950001,45.049999,44.549999,44.549999,43.649551,360000
2023-01-30,45.299999,46.700001,45.0,46.450001,45.51115,1127510
2023-01-31,46.150002,47.25,45.700001,47.200001,46.245991,849201
2023-02-01,47.5,48.450001,46.799999,46.950001,46.001045,1131029
2023-02-02,47.400002,48.849998,47.099998,48.400002,47.421738,1821340
2023-02-03,48.450001,48.799999,47.650002,47.900002,46.931843,818049
2023-02-06,47.849998,50.0,47.849998,48.450001,47.470726,2071100
2023-02-07,49.549999,53.200001,49.549999,53.200001,52.124718,12841858
2023-02-08,54.599998,55.599998,53.400002,53.400002,52.320679,15151501
2023-02-09,52.200001,53.0,51.599998,52.799999,51.732803,3578500
2023-02-10,53.099998,54.099998,51.799999,52.700001,51.634827,3672206
2023-02-13,52.299999,52.599998,51.0,52.200001,51.144932,1856115
2023-02-14,52.299999,52.700001,51.5,51.599998,50.557056,1237246
2023-02-15,51.299999,52.400002,51.299999,51.400002,50.361103,943216
2023-02-16,52.0,53.5,51.700001,52.900002,51.830784,3130417
2023-02-17,52.400002,53.5,52.299999,52.700001,51.634827,966775
2023-02-20,53.0,55.5,53.0,54.5,53.398441,4945130
2023-02-21,55.299999,56.200001,54.400002,54.400002,53.300465,4496256
2023-02-22,53.700001,54.0,52.0,52.599998,51.536846,2144416
2023-02-23,53.299999,54.5,53.099998,53.299999,52.222698,1636182
2023-02-24,53.799999,54.299999,52.099998,52.5,51.438866,1313532
2023-03-01,52.200001,52.900002,52.0,52.099998,51.046951,530043
2023-03-02,52.5,53.099998,52.099998,52.299999,51.242908,706124
2023-03-03,52.799999,53.299999,52.200001,52.299999,51.242908,654231
2023-03-06,53.0,53.900002,52.400002,53.599998,52.516632,1714176
2023-03-07,58.900002,58.900002,58.200001,58.900002,57.709511,4226538
2023-03-08,61.0,64.699997,60.200001,64.699997,63.392277,18359867
2023-03-09,67.5,69.900002,64.900002,65.300003,63.980156,27052469
2023-03-10,64.900002,71.800003,64.099998,71.800003,70.348778,21843161
2023-03-13,76.199997,76.199997,70.900002,70.900002,69.466965,58346817
2023-03-14,70.599998,72.699997,67.5,67.5,66.135689,29645754
2023-03-15,69.300003,69.900002,66.699997,67.199997,65.841743,10544353
2023-03-16,67.199997,69.199997,66.300003,67.699997,66.331642,14422758
2023-03-17,68.5,69.599998,66.599998,67.099998,65.743767,10460066
2023-03-20,67.5,73.800003,66.5,69.599998,68.193237,22381044
2023-03-21,70.099998,73.5,69.599998,70.800003,69.368988,19338121
2023-03-22,71.199997,72.199997,68.900002,69.699997,68.291214,8968248
2023-03-23,69.699997,70.800003,68.400002,70.5,69.07505,5156191
2023-03-24,70.5,71.0,69.300003,70.099998,68.683136,4412036
2023-03-27,70.699997,74.5,69.0,69.099998,67.703346,11845113
2023-03-28,68.699997,69.599998,65.900002,66.099998,64.763985,5015630
2023-03-29,66.900002,68.400002,66.300003,67.599998,66.233665,3470424
2023-03-30,67.800003,69.0,67.199997,69.0,67.60537,3709540
2023-03-31,70.300003,74.0,70.199997,70.5,69.07505,13979449
2023-04-06,70.599998,72.5,68.699997,71.900002,70.446754,7283101
2023-04-07,72.5,72.5,69.800003,70.0,68.585159,5406736
2023-04-10,69.900002,76.699997,69.400002,75.0,73.484093,18512665
2023-04-11,75.800003,80.0,73.5,73.5,72.014412,19467618
2023-04-12,74.599998,75.300003,72.099998,72.099998,70.642708,6109077
2023-04-13,72.300003,74.800003,71.5,72.099998,70.642708,5054051
2023-04-14,72.900002,75.0,72.300003,72.300003,70.838669,4593669
2023-04-17,73.0,79.5,72.599998,79.5,77.893143,14939636
2023-04-18,81.0,83.5,76.599998,77.199997,75.639626,19376429
2023-04-19,77.400002,79.5,76.099998,76.199997,74.659836,6274673
2023-04-20,76.5,76.800003,72.800003,74.0,72.504311,4147822
2023-04-21,73.699997,75.0,69.599998,69.599998,68.193237,4502887
2023-04-24,69.599998,70.900002,68.699997,70.599998,69.173027,2190602
2023-04-25,70.599998,72.400002,67.099998,67.800003,66.429626,4105241
2023-04-26,68.900002,68.900002,66.599998,68.0,66.62558,1782225
2023-04-27,68.099998,70.5,66.5,69.300003,67.899307,2684173
2023-04-28,70.699997,72.599998,70.300003,72.300003,70.838669,3627909
2023-05-02,72.800003,73.599998,72.0,73.400002,71.916435,2479530
2023-05-03,72.900002,73.300003,71.699997,72.900002,71.426544,1677369
2023-05-04,73.099998,78.5,72.5,73.0,71.524521,6569332
2023-05-05,73.900002,75.699997,72.699997,73.400002,71.916435,3042412
2023-05-08,78.0,80.699997,77.400002,80.699997,79.068886,7191531
2023-05-09,82.900002,87.5,80.300003,80.300003,78.676971,47402285
2023-05-10,81.800003,83.300003,79.0,79.300003,77.697189,17477642
2023-05-11,79.599998,80.300003,75.0,75.699997,74.169945,8266807
2023-05-12,75.099998,83.199997,75.099998,83.199997,81.518356,11528336
2023-05-15,82.400002,86.400002,80.599998,80.800003,79.16687,27085530
2023-05-16,81.099998,82.900002,80.900002,82.099998,80.44059,7814961
2023-05-17,82.900002,87.800003,82.199997,83.300003,81.616341,21763229
2023-05-18,84.300003,85.0,83.199997,83.900002,82.204208,8629376
2023-05-19,85.300003,85.800003,80.400002,81.800003,80.14666,7117731
2023-05-22,82.099998,83.5,81.5,83.199997,81.518356,2833526
2023-05-23,83.300003,84.199997,81.900002,83.5,81.812294,3174436
2023-05-24,83.699997,87.400002,82.900002,83.0,81.322403,11825088
2023-05-25,83.5,83.699997,81.199997,81.300003,79.656761,3548377
2023-05-26,81.800003,82.400002,80.099998,80.300003,78.676971,2515097
2023-05-29,80.900002,83.5,80.699997,82.800003,81.126442,3020431
2023-05-30,83.400002,83.900002,80.800003,80.900002,79.264847,2270308
2023-05-31,80.900002,82.599998,80.599998,81.099998,79.4608,1975280
2023-06-01,81.300003,83.800003,80.199997,83.699997,82.008247,4008158
